i,lid_1,rc_1,exp_2|1,distcomp,dataset,workload_description,eps_0.05,eps_0.1,eps_0.5,eps_1,lid_10,rc_10,exp_20|10
15,,,,0.0015246,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,7.62e-05,0.0927276,0.9903904,68.984795,1.62191,1.0077167
16,,,,0.0070252,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-07,0.0014844,0.5188572,26.938156,1.6491076,1.014532
17,,,,0.0232332,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,3.2e-06,0.0054464,0.3099414,39.925327,1.9076279,1.0176883
18,,,,0.0028308,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,1.3e-05,0.0248244,0.6778348,77.19512,1.8116907,1.0141248
19,,,,0.0073428,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.4e-05,0.0471178,0.9710124,47.686092,1.6462802,1.0191872
20,,,,0.0142476,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-06,3.1e-05,0.0483792,0.9339708,87.52639,1.7290878,1.0105598
21,,,,0.0018354,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,5e-06,0.0024958,0.3080256,48.812176,1.9373769,1.0157593
22,,,,0.0016444,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,9.2e-06,0.001347,0.5164504,77.928154,1.9284818,1.033826
23,,,,0.001742,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,1.04e-05,0.0308092,0.9574438,65.43705,1.6805205,1.0149446
24,,,,0.0901242,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,2.54e-05,0.1711324,0.994709,70.2277,1.563619,1.019338
25,,,,0.000694,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.2e-06,2.62e-05,0.0115898,0.855608,79.51093,1.8003163,1.0097747
26,,,,0.0290468,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,6.8e-06,0.0579704,0.8576292,42.035027,1.7016168,1.0125893
27,,,,0.0311122,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.24e-05,0.000158,0.226371,0.9995894,87.91446,1.572555,1.007461
28,,,,0.0098688,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,1.36e-05,0.0163272,0.8599806,98.311104,1.7689818,1.0190766
29,,,,0.0026348,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,2.2e-05,0.0213746,0.4734002,53.42497,1.8848792,1.0108303
30,,,,0.0099678,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2.2e-06,0.0053778,0.4231236,50.160896,1.8388375,1.0275925
31,,,,0.0012744,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,1.2e-05,0.0076644,0.4635956,63.572372,1.888652,1.0186706
32,,,,0.0266472,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.6e-06,1.18e-05,0.0145042,0.8362636,59.638035,1.8063766,1.0285468
33,,,,0.0241628,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,1.6e-05,0.035497,0.8474048,59.432583,1.7379023,1.0087999
34,,,,0.0352914,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,5e-06,0.029276,0.8346356,41.364017,1.7309785,1.0339364
35,,,,0.0034194,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.18e-05,0.0002124,0.0980132,0.9912824,133.35558,1.6355795,1.0028163
36,,,,0.0007276,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,7.4e-06,0.0006574,0.1042958,36.8347,2.0975995,1.0118179
37,,,,0.0981852,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.6e-06,5.14e-05,0.2398698,0.998407,68.587944,1.5435928,1.0079864
38,,,,0.0027958,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,4.4e-06,0.0219928,0.9053316,46.744778,1.6792465,1.0167739
39,,,,0.0204644,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.44e-05,0.000172,0.1601824,0.986778,206.13261,1.6425343,1.0076529
40,,,,0.0065744,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-07,0.0062182,0.8102458,48.961967,1.6038731,1.0154458
41,,,,0.0036508,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,7.4e-06,0.0334056,0.6661488,70.4407,1.7733616,1.0106381
42,,,,0.0053434,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.8e-06,0.0002848,0.0736178,27.842152,2.020347,1.0329775
43,,,,0.0041302,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,2e-06,0.004785,0.673384,33.12238,1.7408499,1.0089968
44,,,,0.0014552,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.2e-06,2.8e-05,0.0137964,0.7764934,67.80967,1.8467331,1.019795
45,,,,0.0230616,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,5.6e-06,0.0020146,0.4116954,45.873085,1.9494864,1.0327533
46,,,,0.0010994,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.82e-05,0.0003558,0.0294142,0.995298,163.71744,1.7004817,1.0075171
47,,,,0.021989,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,1.14e-05,0.086475,0.9872354,47.38144,1.5941136,1.0111428
48,,,,0.0028636,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,6e-07,0.0001102,0.022902,13.301587,1.9339757,1.0692334
49,,,,0.0036508,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,7.4e-06,0.0334056,0.6661488,70.4407,1.7733616,1.0106381
50,,,,0.0221366,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1.12e-05,0.0296992,0.9651306,56.372192,1.6730006,1.0193303
51,,,,0.013507,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,2e-06,0.0017136,0.3425162,31.362747,1.8631536,1.0196785
52,,,,0.0030084,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.6e-06,2.38e-05,0.0165156,0.2739416,85.710175,1.9828959,1.0162362
53,,,,0.0083006,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,7.2e-06,0.0070236,0.6758466,38.78287,1.814186,1.0202203
54,,,,0.0010408,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1.6e-06,4.4e-05,0.0347394,20.076874,2.0708213,1.033178
55,,,,0.0007138,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,4e-07,9.98e-05,0.0125352,24.327457,2.0696452,1.0260797
56,,,,0.0010222,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,5.6e-06,0.002818,0.4677816,51.719486,1.8623872,1.0126531
57,,,,0.002301,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.1e-05,0.0031444,0.3727152,40.480633,1.9439641,1.0127228
58,,,,0.0291698,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-07,0.0006562,0.1793408,17.649952,1.7551618,1.0310627
59,,,,0.3893374,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-06,7.56e-05,0.3796058,0.9999938,89.300865,1.488074,1.0111823
60,,,,0.3895534,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),9.8e-06,0.0001008,0.3814004,0.9998498,78.38476,1.504654,1.0120044
61,,,,0.0035968,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,2.6e-05,0.0143358,0.3234896,84.2194,1.9560312,1.0164185
62,,,,0.0044578,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,3.06e-05,0.0451428,0.980927,65.02456,1.6697825,1.0136353
63,,,,0.0194076,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,3.8e-06,0.0031124,0.3201488,30.91241,1.9132012,1.0191175
64,,,,0.0010668,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.4e-06,1.22e-05,0.0006632,0.3175888,78.05453,2.0018613,1.0161061
65,,,,0.0016254,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.8e-06,4.64e-05,0.0670132,0.9394806,102.63083,1.6861031,1.0074611
66,,,,0.007628,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,5.6e-06,0.0063634,0.667948,54.620712,1.8160031,1.0212506
67,,,,0.006023,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,3.2e-06,0.0055498,0.7115096,40.53742,1.7625985,1.0257715
68,,,,0.0047948,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,3.8e-06,0.0116772,0.6785536,33.111557,1.7769455,1.0205834
69,,,,0.0010626,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,1.84e-05,0.0025394,0.3926658,65.80172,1.9534372,1.014054
70,,,,0.0021032,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,7.6e-06,0.0015004,0.1771106,38.874413,2.0632257,1.0190552
71,,,,0.0144644,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.46e-05,0.0014872,0.1130582,0.9276764,133.53514,1.7273023,1.0047791
72,,,,0.0175284,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,1.8e-06,0.005032,0.2126798,24.291594,1.9496654,1.0287448
73,,,,0.0096228,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,2.62e-05,0.057787,0.8539182,81.410645,1.7469771,1.0113809
74,,,,0.0026058,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.6e-06,4.7e-05,0.0379682,0.7639094,73.84563,1.7853488,1.0086672
75,,,,0.007636,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1e-06,0.004418,0.1427074,28.839409,1.9386885,1.0253488
76,,,,0.003391,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,3.2e-05,0.047901,0.7244702,48.877518,1.79581,1.0112958
77,,,,0.0007018,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,3.6e-06,0.0034446,0.3221374,37.070557,1.8977307,1.0206506
78,,,,0.0088604,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.2e-06,8.24e-05,0.1348378,0.9996014,90.75813,1.5834957,1.005811
79,,,,0.0009522,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,1e-06,0.0008156,0.1222512,18.674007,1.9803687,1.0224948
80,,,,0.0108686,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1e-05,0.0057706,0.2895342,40.29235,1.9681929,1.0190729
81,,,,0.0080506,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.4e-06,3.58e-05,0.04695,0.9735212,91.82157,1.6737478,1.0068023
82,,,,0.0025028,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,8e-07,0.0011046,0.1114164,31.011562,1.9935093,1.0306033
83,,,,0.004907,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.6e-06,3.16e-05,0.021757,0.5948696,56.81971,1.8823587,1.0095888
84,,,,0.027463,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,8e-07,0.0004966,0.147451,23.105679,1.8928574,1.0481291
85,,,,0.0384208,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,4e-07,0.0148804,0.5266896,32.114582,1.7134229,1.0215726
86,,,,0.0447574,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),0.0004472,0.0059662,0.1485406,0.9970498,230.13966,1.6368705,1.0041641
87,,,,0.008368,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.6e-06,2.06e-05,0.0245604,0.8263682,65.64781,1.7761803,1.0148557
88,,,,0.002208,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.6e-06,4.2e-05,0.0182284,0.912931,62.509655,1.7587796,1.0095594
89,,,,0.0020324,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,1.44e-05,0.0209752,0.8956182,51.346478,1.7376786,1.0234653
90,,,,0.0343288,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,2.8e-06,0.0022588,0.5039992,27.678585,1.8202825,1.0189666
91,,,,0.0446736,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,9e-06,0.0543502,0.9229616,70.84616,1.6768644,1.0171984
92,,,,0.0116366,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,8.4e-06,0.008626,0.6875316,77.12468,1.8198559,1.0186744
93,,,,0.0008096,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,9.2e-06,0.0009354,0.539002,70.091576,1.9298356,1.0272566
94,,,,0.0013982,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,2.34e-05,0.0023908,0.1323732,66.03046,2.1213892,1.0152565
95,,,,0.0400248,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.6e-06,0.031784,0.8967118,76.20791,1.6302376,1.0072273
96,,,,0.0236476,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,2.02e-05,0.1617434,0.9994292,56.915253,1.5412371,1.0062369
97,,,,0.0158508,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.28e-05,0.0181718,0.904643,45.483883,1.7322563,1.0208343
98,,,,0.0305748,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.6e-06,7.12e-05,0.4142698,0.9999822,67.03457,1.4873896,1.0159515
99,,,,0.0059196,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,6.8e-06,0.0035466,0.3848226,59.23806,1.9035587,1.0124314
100,,,,0.0019136,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,2.4e-06,0.0010084,0.3663224,28.886118,1.8775488,1.0459399
101,,,,0.0361878,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,7e-06,0.0361694,0.8897994,60.77667,1.7114385,1.0196186
102,,,,0.0008598,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-06,2.82e-05,0.001894,0.217805,84.643234,2.041009,1.0132315
103,,,,0.0226306,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,5e-06,0.0204772,0.8240932,49.422123,1.7331923,1.0242959
104,,,,0.0122064,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,3.04e-05,0.093851,0.9848866,71.327034,1.6484083,1.0154935
105,,,,0.021135,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,1.2e-06,0.0006362,0.143915,11.968419,1.8922273,1.0276152
106,,,,0.0315394,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.8e-06,2.62e-05,0.0472956,0.9096428,79.53477,1.7399595,1.0206066
107,,,,0.0079298,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,9.4e-06,0.0281032,0.5843328,47.083057,1.8299903,1.015216
108,,,,0.079831,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,8.86e-05,0.42201,0.9999532,71.11668,1.4599187,1.009256
109,,,,0.0010994,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8.6e-06,5.9e-05,0.0031882,0.839903,77.95153,1.8170031,1.0085964
110,,,,0.0024314,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,2.8e-06,0.001128,0.0530174,36.064835,2.1179745,1.0235806
111,,,,0.0075644,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,3.4e-06,0.0106494,0.6904058,44.399208,1.7627444,1.0268619
112,,,,0.0017524,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,1.76e-05,0.0034086,0.546847,73.69563,1.8976978,1.0082569
113,,,,0.0176654,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,5.4e-06,0.0215502,0.7259488,51.251564,1.7621255,1.0151469
114,,,,0.0009942,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,3.6e-06,0.0126364,0.4092422,54.90291,1.8641976,1.016735
115,,,,0.0088466,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.8e-06,0.0052812,0.3601252,30.831614,1.8338127,1.0133039
116,,,,0.002431,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),9.6e-06,4.72e-05,0.0246846,0.954899,77.06257,1.7438277,1.0101185
117,,,,0.012784,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1e-06,0.0033674,0.3568058,24.180412,1.8022771,1.0263674
118,,,,0.0031548,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.6e-06,1.84e-05,0.0021994,0.3251264,84.85005,2.0126712,1.017345
119,,,,0.0077042,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1.2e-06,0.0050132,0.6262196,36.111565,1.7453744,1.0264165
120,,,,0.0147826,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,2.4e-06,0.000783,0.2170842,26.176569,1.9337167,1.0480158
121,,,,0.0067682,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.8e-06,2.54e-05,0.0221842,0.9766186,89.71193,1.7065403,1.0129972
122,,,,0.0010402,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,1.32e-05,0.0075262,0.598837,80.65417,1.8543202,1.009173
123,,,,0.054005,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,7.6e-06,0.031892,0.8885472,47.895306,1.7154785,1.0198126
124,,,,0.0010238,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,8e-07,0.0004588,0.0739524,50.19391,2.0092285,1.0191916
125,,,,0.007693,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1.2e-05,0.1689584,0.9973554,78.37169,1.5485414,1.0151803
126,,,,0.000926,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,1e-05,0.0037878,0.3212802,56.582428,1.9878443,1.0246127
127,,,,0.0083408,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,1.8e-06,0.0012342,0.2756326,23.040304,1.8808665,1.0235095
128,,,,0.0067226,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,5.4e-06,0.0079052,0.4802278,33.260544,1.8790009,1.0251052
129,,,,0.0010314,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,1.3e-05,0.0029748,0.4531698,86.48484,1.8988013,1.0084395
130,,,,0.1260108,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,4.6e-06,0.0248516,0.875386,71.834915,1.7142445,1.0253348
131,,,,0.0017832,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,2.1e-05,0.009429,0.7510478,65.957726,1.8173686,1.0123056
132,,,,0.0103362,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,6.2e-06,0.0050082,0.2394914,47.010128,1.9733375,1.0156292
133,,,,0.0188446,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2.6e-06,0.002672,0.5045256,52.620346,1.828566,1.0248268
134,,,,0.0244642,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.4e-06,2.44e-05,0.0033916,0.4142334,67.32851,1.957662,1.0149107
135,,,,0.010759,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,6e-07,0.000654,0.209189,21.131447,1.8176702,1.0281126
136,,,,0.0104654,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,9.4e-06,0.0099284,0.6445204,39.787224,1.8407162,1.033466
137,,,,0.0236614,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.08e-05,8.06e-05,0.1115408,0.9915158,134.19676,1.6483738,1.0100303
138,,,,0.0459638,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,2e-06,0.0495804,0.8908768,27.719301,1.6205904,1.015783
139,,,,0.005828,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.6e-06,5.34e-05,0.1226582,0.9953762,104.36848,1.6108636,1.0161895
140,,,,0.009659,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,3.2e-06,0.004161,0.2455248,30.194891,1.9201274,1.0134737
141,,,,0.1279526,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.4e-06,8.08e-05,0.1790522,0.9937126,80.33986,1.5948563,1.0088321
142,,,,0.0335222,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.6e-06,3.74e-05,0.1936366,0.9957784,78.20653,1.561412,1.0105078
143,,,,0.0019634,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,1.9e-05,0.0123094,0.4398304,60.022594,1.8963718,1.0090297
144,,,,0.0189068,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5e-06,4.22e-05,0.0116068,0.5015544,121.09482,1.9154885,1.0099126
145,,,,0.0009792,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,3.2e-06,0.0042138,0.7181602,32.491604,1.7760861,1.0288486
146,,,,0.0031322,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.76e-05,0.0001026,0.0552194,0.980364,128.97774,1.6953305,1.0102102
147,,,,0.0015982,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,1.48e-05,0.062394,0.9864046,65.3206,1.6215229,1.0111922
148,,,,0.0252634,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,4.2e-06,0.0098364,0.1991058,30.630602,1.9945667,1.0212916
149,,,,0.0044162,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,1.52e-05,0.013054,0.7513666,55.96509,1.809768,1.0180087
150,,,,0.0158772,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,5.4e-06,0.017081,0.6062556,35.91595,1.8038218,1.0232948
151,,,,0.010396,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,2.8e-06,0.024788,0.9294162,36.522415,1.6585722,1.0259961
152,,,,0.003328,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,2.16e-05,0.0553324,0.9588332,82.094894,1.6583413,1.0126632
153,,,,0.0014914,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,4.4e-06,0.0013968,0.2071934,45.21187,2.0068607,1.0363504
154,,,,0.000786,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,1.2e-06,0.0001218,0.0187548,26.79932,2.148097,1.0409443
155,,,,0.1058886,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-06,9.68e-05,0.1714976,0.9996162,78.72371,1.5453354,1.0057311
156,,,,0.0027562,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5e-06,1.58e-05,0.0105206,0.9592378,82.89384,1.7578884,1.0153251
157,,,,0.005442,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.6e-06,1.34e-05,0.022004,0.9158528,64.654274,1.7317758,1.015822
158,,,,0.0014306,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.6e-06,4.92e-05,0.0136436,0.8499996,77.59237,1.7741272,1.0104712
159,,,,0.0090032,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.02e-05,0.0001198,0.7155744,1.0,145.3361,1.4021982,1.0043911
160,,,,0.0015954,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.6e-06,1.16e-05,0.0048254,0.765029,52.757515,1.81901,1.0173215
161,,,,0.0031478,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.4e-06,0.0003546,0.0207618,32.871986,2.1825323,1.0253375
162,,,,0.003296,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,3.6e-06,0.0135888,0.6104516,36.44047,1.780849,1.0089008
163,,,,0.0126416,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,3.2e-06,0.002052,0.5255738,32.410633,1.816374,1.0236009
164,,,,0.004553,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1.36e-05,0.02596,0.7400268,43.58881,1.75143,1.0086237
165,,,,0.0153402,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.3e-05,7.54e-05,0.086648,0.9351068,133.32445,1.7295017,1.0085893
166,,,,0.001419,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-06,9.24e-05,0.010451,0.5072982,94.97493,1.912142,1.0056592
167,,,,0.0010896,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,8.6e-06,0.025319,0.782879,68.323265,1.7658081,1.0155517
168,,,,0.1381464,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1.1e-05,0.3211402,0.9999644,55.38152,1.4684708,1.01587
169,,,,0.0011176,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.6e-06,0.0019814,0.5408634,29.293821,1.7764156,1.0151253
170,,,,0.0091148,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-07,0.0035908,0.6247736,37.49462,1.6650372,1.0150108
171,,,,0.0024888,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,8e-07,0.0003142,0.1221416,25.735855,1.9407094,1.0370003
172,,,,0.0200516,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,6e-07,0.0002706,0.0336178,12.690551,1.8603741,1.0245757
173,,,,0.0398468,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.2e-06,0.0002656,0.3030468,0.9999928,68.804794,1.4912814,1.0064093
174,,,,0.0078686,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,5.5e-05,0.1018294,0.9781226,116.687645,1.6263903,1.007791
175,,,,0.0100954,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.6e-06,2.74e-05,0.0211144,0.7546006,77.465355,1.8028713,1.0106045
176,,,,0.031346,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,2e-05,0.0706062,0.9726414,57.858696,1.6527919,1.0105822
177,,,,0.0045484,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.8e-06,4.36e-05,0.0501894,0.964284,86.61449,1.6900057,1.008959
178,,,,0.0506984,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,7.2e-06,0.054484,0.8401522,47.859882,1.6879063,1.0097876
179,,,,0.0030594,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,6.6e-06,0.0135726,0.7645514,34.879845,1.747534,1.0158006
180,,,,0.0028116,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1.82e-05,0.0410466,0.8733688,57.391567,1.7276754,1.0113575
181,,,,0.003697,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1.2e-06,0.000334,0.0438958,24.012405,2.0399926,1.0497465
182,,,,0.001813,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-06,2.36e-05,0.0229866,0.9884432,75.892914,1.6773902,1.0142845
183,,,,0.004777,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,8.4e-06,0.0067904,0.5163516,58.76725,1.9081588,1.0244888
184,,,,0.0108998,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,2.1e-05,0.1311628,0.9980142,103.0548,1.5872676,1.0281734
185,,,,0.0025354,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,2.62e-05,0.0085354,0.6827774,47.767937,1.8414086,1.0137172
186,,,,0.0158632,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,1.8e-05,0.0487062,0.9529044,52.167336,1.6921023,1.0148559
