i,lid_1,rc_1,exp_2|1,distcomp,dataset,workload_description,eps_0.05,eps_0.1,eps_0.5,eps_1,lid_10,rc_10,exp_20|10
504,,,,0.0076264,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,7e-06,0.0252492,0.5341398,63.39833,1.8489089,1.0133582
505,,,,0.0118196,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,1e-05,0.0052454,0.6332046,92.083824,1.8603331,1.0166576
506,,,,0.001128,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,9.4e-06,0.0202324,0.780207,53.74987,1.7795715,1.0143439
507,,,,0.0017948,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.4e-06,2.1e-05,0.0558494,0.8796222,72.89524,1.7452214,1.0118711
508,,,,0.1539784,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,2.56e-05,0.0981052,0.9862766,55.03142,1.6153654,1.0107301
509,,,,0.0061502,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,1e-05,0.181712,0.9958196,49.89608,1.5562669,1.0178208
510,,,,0.0055254,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,1.38e-05,0.0445576,0.8507282,109.89112,1.7354622,1.0106047
511,,,,0.1116384,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,1.7e-05,0.2985444,0.9972202,57.572712,1.4863716,1.0166613
512,,,,0.004963,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,4e-06,0.017778,0.8693682,37.132065,1.6913047,1.0167451
513,,,,0.1516934,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-06,3.94e-05,0.0298238,0.9438442,99.64393,1.72365,1.0172327
514,,,,0.0069262,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.56e-05,0.0001424,0.0623952,0.9970124,100.90437,1.653551,1.0066439
515,,,,0.144459,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,3.4e-06,0.0119228,0.859357,43.82107,1.7183381,1.0284935
516,,,,0.0214096,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.84e-05,0.0001874,0.153468,0.9973952,125.99725,1.6044989,1.0068944
517,,,,0.0391036,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,2.64e-05,0.0945692,0.9322336,57.53321,1.6741362,1.0123308
518,,,,0.0036574,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,4.14e-05,0.1223884,0.9830416,57.7134,1.6130971,1.00695
519,,,,0.0118858,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,3.2e-06,0.0018906,0.330843,34.97202,1.8989155,1.0358952
520,,,,0.0429512,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,9.94e-05,0.2913354,0.999794,82.49025,1.5036083,1.0119891
521,,,,0.002949,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1.6e-06,0.022322,0.9585024,34.920227,1.6000992,1.0129591
522,,,,0.0009808,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,1.2e-05,0.002864,0.220414,44.128326,1.9973695,1.0159171
523,,,,0.0125826,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,6.4e-06,0.0130578,0.7954508,64.08054,1.7704675,1.0281942
524,,,,0.00775,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,5e-06,0.0014546,0.5920148,41.614357,1.8659953,1.0319442
525,,,,0.0021114,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,7.2e-06,0.0041322,0.401727,41.81616,1.9169816,1.0203592
526,,,,0.2370674,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.04e-05,0.0004824,0.8060394,1.0,87.00635,1.3700719,1.007648
527,,,,0.0139636,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,9.6e-06,0.005078,0.5536644,58.19702,1.8822083,1.0203854
528,,,,0.0706948,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,8.6e-06,0.0119274,0.7154538,42.4238,1.8002068,1.020213
529,,,,0.0169202,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,6e-07,0.0308754,0.9595706,46.94978,1.5656097,1.0183381
530,,,,0.0035714,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,1.14e-05,0.0110184,0.765239,59.033173,1.8359953,1.0324355
531,,,,0.0007714,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,1.26e-05,0.0058448,0.4406328,68.547386,1.90137,1.0159907
532,,,,0.004301,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,6.4e-06,0.0050084,0.8332776,39.26528,1.7638956,1.0250384
533,,,,0.0043382,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,8.8e-06,0.0113552,0.62202,55.199986,1.8118454,1.0103788
534,,,,0.0013644,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,3.8e-06,0.0172286,0.8732198,35.175888,1.7087765,1.0246962
535,,,,0.0095276,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,9.2e-06,0.0072062,0.524454,68.804146,1.8975109,1.0247939
536,,,,0.0034418,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,3.6e-06,0.0041016,0.2155744,47.203568,1.947832,1.0134878
537,,,,0.006777,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.1e-05,7.22e-05,0.6337164,0.999977,168.80138,1.4380672,1.0064389
538,,,,0.054602,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,5.8e-06,0.0325002,0.9518408,31.804266,1.6613245,1.0178188
539,,,,0.071111,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),0.0008318,0.0084344,0.2338556,0.9998354,284.60745,1.5804737,1.0026199
540,,,,0.0177894,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,9.2e-06,0.0318722,0.9568008,60.46345,1.6630983,1.0156521
541,,,,0.0208756,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,9.4e-06,0.0942024,0.9965538,34.73376,1.5674447,1.0172817
542,,,,0.0098386,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.68e-05,0.0001534,0.3370096,0.9996572,111.99817,1.5191976,1.0101507
543,,,,0.0017544,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.8e-06,3.08e-05,0.0101906,0.7927216,61.685833,1.8020191,1.0106891
544,,,,0.0047556,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,1.6e-06,0.0039938,0.7654726,24.922934,1.7038745,1.0207675
545,,,,0.0024702,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.2e-06,3.98e-05,0.0058906,0.6536356,116.107,1.9014127,1.0201833
546,,,,0.0037674,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,5.8e-06,0.0015632,0.1283186,46.036407,2.056436,1.0139434
547,,,,0.0731224,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.6e-06,2.38e-05,0.1441652,0.9939022,62.032204,1.5652934,1.0080866
548,,,,0.327654,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.34e-05,0.0013748,0.938256,1.0,177.84258,1.3311806,1.0079662
549,,,,0.003373,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,6.6e-06,0.0075768,0.2581226,57.424942,1.9870828,1.0334727
550,,,,0.0008864,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,1.16e-05,0.0025464,0.2017966,55.174213,2.0330756,1.0174165
551,,,,0.0423488,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,6e-07,0.0041556,0.5808564,29.550919,1.7030776,1.0206528
552,,,,0.0153022,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.6e-06,3.8e-05,0.1397496,0.9973774,129.84528,1.6113206,1.0123303
553,,,,0.0016568,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.4e-06,3.34e-05,0.0166296,0.6400708,94.539474,1.8525082,1.0098873
554,,,,0.0010668,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.18e-05,0.0012378,0.4279592,43.857334,1.9294317,1.0192144
555,,,,0.0056494,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,7.2e-06,0.0092338,0.5606654,40.737957,1.8515508,1.019545
556,,,,0.0009616,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.6e-06,1.2e-05,0.0615322,0.988423,56.237846,1.6429762,1.0231942
557,,,,0.0042436,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,2.2e-06,0.0029226,0.1033992,41.75199,2.0766807,1.0192173
558,,,,0.0009218,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.72e-05,0.0006392,0.0740556,68.480286,2.2389588,1.0102
559,,,,0.2029208,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.6e-06,0.0001268,0.1587102,0.9900218,66.50014,1.587319,1.0061028
560,,,,0.0013014,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.36e-05,0.0076548,0.5097358,87.96579,1.8806282,1.0110079
561,,,,0.0073076,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,5.6e-06,0.0248066,0.9326856,65.17011,1.6781825,1.015595
562,,,,0.0205122,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.4e-06,2.56e-05,0.041452,0.9200216,70.159676,1.7232481,1.0197899
563,,,,0.0024982,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.1e-05,0.0010892,0.1449518,61.11491,2.1008763,1.026405
564,,,,0.0381966,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,8e-07,0.0019556,0.2832778,27.984608,1.7947526,1.0262375
565,,,,0.1643658,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.76e-05,0.0003864,0.520136,0.999949,126.44363,1.468113,1.0088348
566,,,,0.018273,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-05,9.86e-05,0.5532756,0.9999978,113.44186,1.4477261,1.0102029
567,,,,0.0232196,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.18e-05,0.000716,0.424842,0.9999918,94.28981,1.4772537,1.0080364
568,,,,0.062918,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-05,0.0001318,0.8593268,1.0,98.31943,1.3724902,1.0054333
569,,,,0.0008952,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,5.8e-06,0.0080884,0.5890774,30.743668,1.8299972,1.016463
570,,,,0.0106656,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.4e-06,3.04e-05,0.1271016,0.987671,72.456566,1.6058613,1.0130551
571,,,,0.0008264,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2.2e-06,0.004475,0.7339212,49.051746,1.7407789,1.0275514
572,,,,0.0126736,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,3.4e-06,0.009004,0.1945134,30.850761,1.9673972,1.0155618
573,,,,0.0030146,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,4.2e-06,0.0056268,0.7089314,43.888973,1.7807325,1.0219009
574,,,,0.0097854,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.4e-06,5.34e-05,0.1499822,0.9933054,79.15295,1.5940536,1.0121223
575,,,,0.000709,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,4.12e-05,0.0038554,0.4431666,99.59832,1.9094887,1.004715
576,,,,0.0181958,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,3.8e-06,0.0031502,0.1331694,33.141582,1.9923995,1.0208479
577,,,,0.1168348,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.06e-05,0.1061448,0.9983552,67.04506,1.5757627,1.0245283
578,,,,0.0049092,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-06,9.2e-05,0.0731834,0.9193228,118.30346,1.7602929,1.0085522
579,,,,0.0216062,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,4e-06,0.0801314,0.8330788,53.894424,1.7063909,1.0266441
580,,,,0.0013982,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.4e-05,0.0020284,0.6001592,46.709827,1.8757082,1.0149419
581,,,,0.0038588,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.6e-06,1.32e-05,0.0089628,0.553002,106.31527,1.9080405,1.0151943
582,,,,0.0009354,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.68e-05,0.0001238,0.0344682,0.842861,132.09665,1.8115567,1.0059954
583,,,,0.0015726,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.8e-06,2.52e-05,0.0022604,0.2735406,66.770546,2.0237324,1.0141827
584,,,,0.003922,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,5e-06,0.0072452,0.488721,30.195065,1.8335395,1.0093962
585,,,,0.0155864,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8.6e-06,8.08e-05,0.2898296,0.999753,87.037415,1.526409,1.0088711
586,,,,0.0060032,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.4e-06,1.84e-05,0.020449,0.8651624,71.89034,1.799889,1.0190715
587,,,,0.0024252,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,2.8e-06,0.002456,0.2125386,41.6159,1.9780753,1.0273659
588,,,,0.0473746,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,8e-07,0.0089582,0.7196248,30.214128,1.6951581,1.0222992
589,,,,0.0014214,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.38e-05,0.0097076,0.4439898,77.272675,1.9178942,1.0245811
590,,,,0.0039344,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,8e-07,0.0053908,0.677656,28.669235,1.7039596,1.0351847
591,,,,0.0881812,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,8e-06,0.0326206,0.9414754,52.49399,1.6986672,1.0089319
592,,,,0.004631,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,4.4e-06,0.0014766,0.2354132,32.951668,1.9893847,1.0335081
593,,,,0.0147782,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,1.38e-05,0.0394802,0.9663246,71.51091,1.6638219,1.0158464
594,,,,0.0014358,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,4e-06,0.0013414,0.1265072,39.789326,2.0474527,1.027244
595,,,,0.0021064,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.12e-05,0.0128706,0.6550222,50.50978,1.8377817,1.0136269
596,,,,0.0012646,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.6e-06,8.38e-05,0.0212988,0.9480382,101.16519,1.7263522,1.0091757
597,,,,0.0086454,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,1.42e-05,0.0466274,0.98449,60.497257,1.6197006,1.0122528
598,,,,0.0191066,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-06,0.0100922,0.68963,41.196095,1.7413645,1.0078225
599,,,,0.0073428,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.4e-05,0.0471178,0.9710124,47.686092,1.6462802,1.0191872
600,,,,0.0244858,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.06e-05,0.0944218,0.9939506,37.70889,1.5914016,1.0197212
601,,,,0.001036,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.1e-05,7.04e-05,0.0141532,0.890139,205.59012,1.8218309,1.0134412
602,,,,0.0032898,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,1.44e-05,0.0047968,0.5790934,49.235252,1.8594854,1.0133902
603,,,,0.0328282,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.4e-06,2.58e-05,0.052998,0.9823786,100.85688,1.6730227,1.0200257
604,,,,0.0420116,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,5.8e-06,0.0232828,0.8463082,42.13066,1.7499226,1.0269065
605,,,,0.0381838,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,2.2e-06,0.0108726,0.9280366,42.082165,1.6521577,1.0237572
606,,,,0.0159048,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.2e-06,3.26e-05,0.0581278,0.9367768,67.54094,1.7076677,1.01565
607,,,,0.1101564,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-07,0.001299,0.3651144,34.163708,1.7108881,1.0231619
608,,,,0.014607,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,4.4e-06,0.0143922,0.621492,31.978096,1.8007296,1.0143301
609,,,,0.0153866,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,4.6e-06,0.003518,0.4050918,47.1969,1.9030104,1.0290016
610,,,,0.0343824,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),9.1e-05,0.0021318,0.101829,0.9524582,130.66565,1.7152566,1.0051332
611,,,,0.001151,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.8e-06,4.66e-05,0.0063024,0.6818072,69.893036,1.8554766,1.0092742
612,,,,0.0597538,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),7.18e-05,0.0027962,0.558162,0.9999998,164.73085,1.4503248,1.0065476
613,,,,0.083299,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,8e-07,0.0001624,0.143969,11.375272,1.7496468,1.0421139
614,,,,0.0027742,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1e-06,0.0008912,0.1062152,28.959469,1.9541596,1.0207238
615,,,,0.0026154,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,4.8e-06,0.0002722,0.248126,51.44867,2.0052204,1.0282472
616,,,,0.014676,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,3.8e-06,0.0011178,0.1231716,45.607742,2.0516157,1.0342323
617,,,,0.0248758,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,4.2e-06,0.0070314,0.6109802,39.5554,1.7984561,1.015899
618,,,,0.0008966,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,2.6e-06,0.0006102,0.1705484,40.232784,2.0148218,1.0594447
619,,,,0.0493092,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,9.2e-06,0.0222978,0.806798,45.61947,1.7755578,1.0275363
620,,,,0.0665508,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,3.6e-06,0.0612468,0.9491092,32.737926,1.6078254,1.015915
621,,,,0.0161716,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,6.2e-06,0.0333262,0.8695696,39.13784,1.7062306,1.0181929
622,,,,0.0009292,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,7.8e-06,0.0020838,0.3550606,58.82289,1.9447975,1.0195199
623,,,,0.0012642,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,2.34e-05,0.0414278,0.9157244,62.92294,1.7035695,1.0066345
624,,,,0.0180012,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,3.2e-06,0.196155,0.9996008,30.211864,1.458629,1.0117259
625,,,,0.0041596,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,3.2e-06,0.002261,0.2072818,35.01129,1.9365431,1.0151771
626,,,,0.148532,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5e-06,3.52e-05,0.220886,0.9985024,81.110725,1.548794,1.0138152
627,,,,0.0687418,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.4e-06,0.0001394,0.2441054,0.9987398,68.90402,1.5541866,1.0091524
628,,,,0.021778,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.6e-06,5.58e-05,0.1208582,0.9825684,50.002193,1.6286668,1.0080936
629,,,,0.0015172,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.4e-06,4.86e-05,0.0234234,0.8747098,84.89932,1.7678643,1.0070854
630,,,,0.0013212,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,1.32e-05,0.0150448,0.6850488,49.37283,1.8283588,1.0211774
631,,,,0.0286932,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.8e-06,0.007798,0.4599466,37.049313,1.8151869,1.013568
632,,,,0.0048926,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,4e-06,0.0045308,0.7807042,34.571014,1.7800882,1.0280637
633,,,,0.0078372,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.2e-06,0.0014182,0.1690714,31.422258,1.9109097,1.0161471
634,,,,0.002801,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),7.4e-06,8.88e-05,0.082581,0.9301276,81.540184,1.7242169,1.0134368
635,,,,0.0018832,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.2e-06,4.3e-05,0.1371338,0.9983206,75.97032,1.5820298,1.0121734
636,,,,0.1457778,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,2.42e-05,0.2167146,0.988367,57.077316,1.5347841,1.0095652
