,dataset,workload,query_index,index_name,index_params,time_s,distcomp,recall,k
3,seismic-256-100m,"SGD(rc, easy)",4,dstree,,,0.7601172,1.0,1
4,seismic-256-100m,"SGD(rc, easy)",5,dstree,,,0.1041966,1.0,1
5,seismic-256-100m,"SGD(rc, easy)",6,dstree,,,0.9117158,1.0,1
6,seismic-256-100m,"SGD(rc, easy)",7,dstree,,,0.912675,1.0,1
7,seismic-256-100m,"SGD(rc, easy)",8,dstree,,,0.3791146,1.0,1
8,seismic-256-100m,"SGD(rc, easy)",9,dstree,,,0.9999998,1.0,1
9,seismic-256-100m,"SGD(rc, easy)",10,dstree,,,0.9387402,1.0,1
0,seismic-256-100m,"SGD(rc, medium)",1,dstree,,,0.9997186,1.0,1
1,seismic-256-100m,"SGD(rc, medium)",2,dstree,,,0.9997086,1.0,1
2,seismic-256-100m,"SGD(rc, medium)",3,dstree,,,0.9943484,1.0,1
3,seismic-256-100m,"SGD(rc, medium)",4,dstree,,,0.9996324,1.0,1
4,seismic-256-100m,"SGD(rc, medium)",5,dstree,,,0.9992196,1.0,1
5,seismic-256-100m,"SGD(rc, medium)",6,dstree,,,0.9987418,1.0,1
6,seismic-256-100m,"SGD(rc, medium)",7,dstree,,,0.9999996,1.0,1
7,seismic-256-100m,"SGD(rc, medium)",8,dstree,,,0.9978606,1.0,1
8,seismic-256-100m,"SGD(rc, medium)",9,dstree,,,0.9833586,1.0,1
9,seismic-256-100m,"SGD(rc, medium)",10,dstree,,,0.997543,1.0,1
0,seismic-256-100m,"SGD(rc, hard)",1,dstree,,,1.0,1.0,1
1,seismic-256-100m,"SGD(rc, hard)",2,dstree,,,0.9999998,1.0,1
2,seismic-256-100m,"SGD(rc, hard)",3,dstree,,,0.9999998,1.0,1
3,seismic-256-100m,"SGD(rc, hard)",4,dstree,,,0.9999996,1.0,1
4,seismic-256-100m,"SGD(rc, hard)",5,dstree,,,0.9997742,1.0,1
5,seismic-256-100m,"SGD(rc, hard)",6,dstree,,,0.9999998,1.0,1
6,seismic-256-100m,"SGD(rc, hard)",7,dstree,,,0.9999998,1.0,1
7,seismic-256-100m,"SGD(rc, hard)",8,dstree,,,0.999795,1.0,1
8,seismic-256-100m,"SGD(rc, hard)",9,dstree,,,0.9949666,1.0,1
9,seismic-256-100m,"SGD(rc, hard)",10,dstree,,,0.9998066,1.0,1
0,seismic-256-100m,"SGD(rc, hard+)",1,dstree,,,1.0,1.0,1
1,seismic-256-100m,"SGD(rc, hard+)",2,dstree,,,0.9999998,1.0,1
2,seismic-256-100m,"SGD(rc, hard+)",3,dstree,,,0.9999998,1.0,1
3,seismic-256-100m,"SGD(rc, hard+)",4,dstree,,,0.9999996,1.0,1
4,seismic-256-100m,"SGD(rc, hard+)",5,dstree,,,0.9999138,1.0,1
5,seismic-256-100m,"SGD(rc, hard+)",6,dstree,,,0.9999998,1.0,1
6,seismic-256-100m,"SGD(rc, hard+)",7,dstree,,,0.9999998,1.0,1
7,seismic-256-100m,"SGD(rc, hard+)",8,dstree,,,0.9998068,1.0,1
8,seismic-256-100m,"SGD(rc, hard+)",9,dstree,,,0.9960246,1.0,1
9,seismic-256-100m,"SGD(rc, hard+)",10,dstree,,,0.9998066,1.0,1
0,rw-256-100m,"SGD(rc, easy)",1,dstree,,,0.1401788,1.0,10
1,rw-256-100m,"SGD(rc, easy)",2,dstree,,,0.1949172,1.0,10
2,rw-256-100m,"SGD(rc, easy)",3,dstree,,,0.079543,1.0,10
3,rw-256-100m,"SGD(rc, easy)",4,dstree,,,0.1367622,1.0,10
4,rw-256-100m,"SGD(rc, easy)",5,dstree,,,0.114872,1.0,10
5,rw-256-100m,"SGD(rc, easy)",6,dstree,,,0.188355,1.0,10
6,rw-256-100m,"SGD(rc, easy)",7,dstree,,,0.087367,1.0,10
7,rw-256-100m,"SGD(rc, easy)",8,dstree,,,0.0661662,1.0,10
8,rw-256-100m,"SGD(rc, easy)",9,dstree,,,0.1091116,1.0,10
9,rw-256-100m,"SGD(rc, easy)",10,dstree,,,0.1138366,1.0,10
0,rw-256-100m,"SGD(rc, medium)",1,dstree,,,0.9512982,1.0,10
1,rw-256-100m,"SGD(rc, medium)",2,dstree,,,0.8583184,1.0,10
2,rw-256-100m,"SGD(rc, medium)",3,dstree,,,0.9304406,1.0,10
3,rw-256-100m,"SGD(rc, medium)",4,dstree,,,0.9404096,1.0,10
4,rw-256-100m,"SGD(rc, medium)",5,dstree,,,0.9821142,1.0,10
5,rw-256-100m,"SGD(rc, medium)",6,dstree,,,0.8860952,1.0,10
6,rw-256-100m,"SGD(rc, medium)",7,dstree,,,0.94314,1.0,10
7,rw-256-100m,"SGD(rc, medium)",8,dstree,,,0.9511602,1.0,10
8,rw-256-100m,"SGD(rc, medium)",9,dstree,,,0.9983314,1.0,10
9,rw-256-100m,"SGD(rc, medium)",10,dstree,,,0.8999206,1.0,10
0,rw-256-100m,"SGD(rc, hard)",1,dstree,,,1.0,1.0,10
1,rw-256-100m,"SGD(rc, hard)",2,dstree,,,1.0,1.0,10
2,rw-256-100m,"SGD(rc, hard)",3,dstree,,,1.0,1.0,10
3,rw-256-100m,"SGD(rc, hard)",4,dstree,,,1.0,1.0,10
4,rw-256-100m,"SGD(rc, hard)",5,dstree,,,1.0,1.0,10
5,rw-256-100m,"SGD(rc, hard)",6,dstree,,,1.0,1.0,10
6,rw-256-100m,"SGD(rc, hard)",7,dstree,,,1.0,1.0,10
7,rw-256-100m,"SGD(rc, hard)",8,dstree,,,1.0,1.0,10
8,rw-256-100m,"SGD(rc, hard)",9,dstree,,,1.0,1.0,10
9,rw-256-100m,"SGD(rc, hard)",10,dstree,,,1.0,1.0,10
0,rw-256-100m,"SGD(rc, hard+)",1,dstree,,,1.0,1.0,10
1,rw-256-100m,"SGD(rc, hard+)",2,dstree,,,1.0,1.0,10
2,rw-256-100m,"SGD(rc, hard+)",3,dstree,,,1.0,1.0,10
3,rw-256-100m,"SGD(rc, hard+)",4,dstree,,,1.0,1.0,10
4,rw-256-100m,"SGD(rc, hard+)",5,dstree,,,1.0,1.0,10
5,rw-256-100m,"SGD(rc, hard+)",6,dstree,,,1.0,1.0,10
6,rw-256-100m,"SGD(rc, hard+)",7,dstree,,,1.0,1.0,10
7,rw-256-100m,"SGD(rc, hard+)",8,dstree,,,1.0,1.0,10
8,rw-256-100m,"SGD(rc, hard+)",9,dstree,,,1.0,1.0,10
9,rw-256-100m,"SGD(rc, hard+)",10,dstree,,,1.0,1.0,10
0,rw-256-100m,"SGD(rc, easy)",1,dstree,,,0.2696484,1.0,1
1,rw-256-100m,"SGD(rc, easy)",2,dstree,,,0.0774072,1.0,1
2,rw-256-100m,"SGD(rc, easy)",3,dstree,,,0.1214118,1.0,1
3,rw-256-100m,"SGD(rc, easy)",4,dstree,,,0.1714276,1.0,1
4,rw-256-100m,"SGD(rc, easy)",5,dstree,,,0.100874,1.0,1
5,rw-256-100m,"SGD(rc, easy)",6,dstree,,,0.1379612,1.0,1
6,rw-256-100m,"SGD(rc, easy)",7,dstree,,,0.2261346,1.0,1
7,rw-256-100m,"SGD(rc, easy)",8,dstree,,,0.2072606,1.0,1
8,rw-256-100m,"SGD(rc, easy)",9,dstree,,,0.194421,1.0,1
9,rw-256-100m,"SGD(rc, easy)",10,dstree,,,0.1396718,1.0,1
0,rw-256-100m,"SGD(rc, medium)",1,dstree,,,0.6923248,1.0,1
1,rw-256-100m,"SGD(rc, medium)",2,dstree,,,0.8187138,1.0,1
2,rw-256-100m,"SGD(rc, medium)",3,dstree,,,0.95457,1.0,1
3,rw-256-100m,"SGD(rc, medium)",4,dstree,,,0.610433,1.0,1
4,rw-256-100m,"SGD(rc, medium)",5,dstree,,,0.8307646,1.0,1
5,rw-256-100m,"SGD(rc, medium)",6,dstree,,,0.7693818,1.0,1
6,rw-256-100m,"SGD(rc, medium)",7,dstree,,,0.8814674,1.0,1
7,rw-256-100m,"SGD(rc, medium)",8,dstree,,,0.741509,1.0,1
8,rw-256-100m,"SGD(rc, medium)",9,dstree,,,0.7508254,1.0,1
9,rw-256-100m,"SGD(rc, medium)",10,dstree,,,0.7045532,1.0,1
0,rw-256-100m,"SGD(rc, hard)",1,dstree,,,1.0,1.0,1
1,rw-256-100m,"SGD(rc, hard)",2,dstree,,,1.0,1.0,1
2,rw-256-100m,"SGD(rc, hard)",3,dstree,,,1.0,1.0,1
3,rw-256-100m,"SGD(rc, hard)",4,dstree,,,1.0,1.0,1
4,rw-256-100m,"SGD(rc, hard)",5,dstree,,,1.0,1.0,1
5,rw-256-100m,"SGD(rc, hard)",6,dstree,,,1.0,1.0,1
6,rw-256-100m,"SGD(rc, hard)",7,dstree,,,1.0,1.0,1
7,rw-256-100m,"SGD(rc, hard)",8,dstree,,,1.0,1.0,1
8,rw-256-100m,"SGD(rc, hard)",9,dstree,,,1.0,1.0,1
9,rw-256-100m,"SGD(rc, hard)",10,dstree,,,1.0,1.0,1
0,rw-256-100m,"SGD(rc, hard+)",1,dstree,,,1.0,1.0,1
1,rw-256-100m,"SGD(rc, hard+)",2,dstree,,,1.0,1.0,1
2,rw-256-100m,"SGD(rc, hard+)",3,dstree,,,1.0,1.0,1
3,rw-256-100m,"SGD(rc, hard+)",4,dstree,,,1.0,1.0,1
4,rw-256-100m,"SGD(rc, hard+)",5,dstree,,,1.0,1.0,1
5,rw-256-100m,"SGD(rc, hard+)",6,dstree,,,1.0,1.0,1
6,rw-256-100m,"SGD(rc, hard+)",7,dstree,,,1.0,1.0,1
7,rw-256-100m,"SGD(rc, hard+)",8,dstree,,,1.0,1.0,1
8,rw-256-100m,"SGD(rc, hard+)",9,dstree,,,1.0,1.0,1
9,rw-256-100m,"SGD(rc, hard+)",10,dstree,,,1.0,1.0,1
0,glove-angular-104-1183514,GaussianNoise(easy),1,dstree,,,1.0,1.0,10
1,glove-angular-104-1183514,GaussianNoise(easy),2,dstree,,,1.0,1.0,10
2,glove-angular-104-1183514,GaussianNoise(easy),3,dstree,,,1.0,1.0,10
3,glove-angular-104-1183514,GaussianNoise(easy),4,dstree,,,1.0,1.0,10
4,glove-angular-104-1183514,GaussianNoise(easy),5,dstree,,,1.0,1.0,10
5,glove-angular-104-1183514,GaussianNoise(easy),6,dstree,,,1.0,1.0,10
6,glove-angular-104-1183514,GaussianNoise(easy),7,dstree,,,1.0,1.0,10
7,glove-angular-104-1183514,GaussianNoise(easy),8,dstree,,,1.0,1.0,10
8,glove-angular-104-1183514,GaussianNoise(easy),9,dstree,,,1.0,1.0,10
9,glove-angular-104-1183514,GaussianNoise(easy),10,dstree,,,1.0,1.0,10
10,glove-angular-104-1183514,GaussianNoise(easy),11,dstree,,,1.0,1.0,10
11,glove-angular-104-1183514,GaussianNoise(easy),12,dstree,,,1.0,1.0,10
12,glove-angular-104-1183514,GaussianNoise(easy),13,dstree,,,1.0,1.0,10
13,glove-angular-104-1183514,GaussianNoise(easy),14,dstree,,,1.0,1.0,10
14,glove-angular-104-1183514,GaussianNoise(easy),15,dstree,,,1.0,1.0,10
15,glove-angular-104-1183514,GaussianNoise(easy),16,dstree,,,1.0,1.0,10
16,glove-angular-104-1183514,GaussianNoise(easy),17,dstree,,,1.0,1.0,10
17,glove-angular-104-1183514,GaussianNoise(easy),18,dstree,,,1.0,1.0,10
18,glove-angular-104-1183514,GaussianNoise(easy),19,dstree,,,1.0,1.0,10
19,glove-angular-104-1183514,GaussianNoise(easy),20,dstree,,,1.0,1.0,10
20,glove-angular-104-1183514,GaussianNoise(easy),21,dstree,,,1.0,1.0,10
21,glove-angular-104-1183514,GaussianNoise(easy),22,dstree,,,1.0,1.0,10
22,glove-angular-104-1183514,GaussianNoise(easy),23,dstree,,,1.0,1.0,10
23,glove-angular-104-1183514,GaussianNoise(easy),24,dstree,,,1.0,1.0,10
24,glove-angular-104-1183514,GaussianNoise(easy),25,dstree,,,1.0,1.0,10
25,glove-angular-104-1183514,GaussianNoise(easy),26,dstree,,,1.0,1.0,10
26,glove-angular-104-1183514,GaussianNoise(easy),27,dstree,,,1.0,1.0,10
27,glove-angular-104-1183514,GaussianNoise(easy),28,dstree,,,1.0,1.0,10
28,glove-angular-104-1183514,GaussianNoise(easy),29,dstree,,,1.0,1.0,10
29,glove-angular-104-1183514,GaussianNoise(easy),30,dstree,,,1.0,1.0,10
30,glove-angular-104-1183514,GaussianNoise(easy),31,dstree,,,1.0,1.0,10
31,glove-angular-104-1183514,GaussianNoise(easy),32,dstree,,,1.0,1.0,10
32,glove-angular-104-1183514,GaussianNoise(easy),33,dstree,,,1.0,1.0,10
33,glove-angular-104-1183514,GaussianNoise(easy),34,dstree,,,1.0,1.0,10
34,glove-angular-104-1183514,GaussianNoise(easy),35,dstree,,,1.0,1.0,10
35,glove-angular-104-1183514,GaussianNoise(easy),36,dstree,,,1.0,1.0,10
36,glove-angular-104-1183514,GaussianNoise(easy),37,dstree,,,1.0,1.0,10
37,glove-angular-104-1183514,GaussianNoise(easy),38,dstree,,,1.0,1.0,10
38,glove-angular-104-1183514,GaussianNoise(easy),39,dstree,,,1.0,1.0,10
39,glove-angular-104-1183514,GaussianNoise(easy),40,dstree,,,1.0,1.0,10
40,glove-angular-104-1183514,GaussianNoise(easy),41,dstree,,,1.0,1.0,10
41,glove-angular-104-1183514,GaussianNoise(easy),42,dstree,,,1.0,1.0,10
42,glove-angular-104-1183514,GaussianNoise(easy),43,dstree,,,1.0,1.0,10
43,glove-angular-104-1183514,GaussianNoise(easy),44,dstree,,,1.0,1.0,10
44,glove-angular-104-1183514,GaussianNoise(easy),45,dstree,,,1.0,1.0,10
45,glove-angular-104-1183514,GaussianNoise(easy),46,dstree,,,1.0,1.0,10
46,glove-angular-104-1183514,GaussianNoise(easy),47,dstree,,,1.0,1.0,10
47,glove-angular-104-1183514,GaussianNoise(easy),48,dstree,,,1.0,1.0,10
48,glove-angular-104-1183514,GaussianNoise(easy),49,dstree,,,1.0,1.0,10
49,glove-angular-104-1183514,GaussianNoise(easy),50,dstree,,,1.0,1.0,10
50,glove-angular-104-1183514,GaussianNoise(easy),51,dstree,,,1.0,1.0,10
51,glove-angular-104-1183514,GaussianNoise(easy),52,dstree,,,1.0,1.0,10
52,glove-angular-104-1183514,GaussianNoise(easy),53,dstree,,,1.0,1.0,10
53,glove-angular-104-1183514,GaussianNoise(easy),54,dstree,,,1.0,1.0,10
54,glove-angular-104-1183514,GaussianNoise(easy),55,dstree,,,1.0,1.0,10
55,glove-angular-104-1183514,GaussianNoise(easy),56,dstree,,,1.0,1.0,10
56,glove-angular-104-1183514,GaussianNoise(easy),57,dstree,,,1.0,1.0,10
57,glove-angular-104-1183514,GaussianNoise(easy),58,dstree,,,1.0,1.0,10
58,glove-angular-104-1183514,GaussianNoise(easy),59,dstree,,,1.0,1.0,10
59,glove-angular-104-1183514,GaussianNoise(easy),60,dstree,,,1.0,1.0,10
60,glove-angular-104-1183514,GaussianNoise(easy),61,dstree,,,1.0,1.0,10
61,glove-angular-104-1183514,GaussianNoise(easy),62,dstree,,,1.0,1.0,10
62,glove-angular-104-1183514,GaussianNoise(easy),63,dstree,,,1.0,1.0,10
63,glove-angular-104-1183514,GaussianNoise(easy),64,dstree,,,1.0,1.0,10
64,glove-angular-104-1183514,GaussianNoise(easy),65,dstree,,,1.0,1.0,10
65,glove-angular-104-1183514,GaussianNoise(easy),66,dstree,,,1.0,1.0,10
66,glove-angular-104-1183514,GaussianNoise(easy),67,dstree,,,1.0,1.0,10
67,glove-angular-104-1183514,GaussianNoise(easy),68,dstree,,,1.0,1.0,10
68,glove-angular-104-1183514,GaussianNoise(easy),69,dstree,,,1.0,1.0,10
69,glove-angular-104-1183514,GaussianNoise(easy),70,dstree,,,1.0,1.0,10
70,glove-angular-104-1183514,GaussianNoise(easy),71,dstree,,,1.0,1.0,10
71,glove-angular-104-1183514,GaussianNoise(easy),72,dstree,,,1.0,1.0,10
72,glove-angular-104-1183514,GaussianNoise(easy),73,dstree,,,1.0,1.0,10
73,glove-angular-104-1183514,GaussianNoise(easy),74,dstree,,,1.0,1.0,10
74,glove-angular-104-1183514,GaussianNoise(easy),75,dstree,,,1.0,1.0,10
75,glove-angular-104-1183514,GaussianNoise(easy),76,dstree,,,1.0,1.0,10
76,glove-angular-104-1183514,GaussianNoise(easy),77,dstree,,,1.0,1.0,10
77,glove-angular-104-1183514,GaussianNoise(easy),78,dstree,,,1.0,1.0,10
78,glove-angular-104-1183514,GaussianNoise(easy),79,dstree,,,1.0,1.0,10
79,glove-angular-104-1183514,GaussianNoise(easy),80,dstree,,,1.0,1.0,10
80,glove-angular-104-1183514,GaussianNoise(easy),81,dstree,,,1.0,1.0,10
81,glove-angular-104-1183514,GaussianNoise(easy),82,dstree,,,1.0,1.0,10
82,glove-angular-104-1183514,GaussianNoise(easy),83,dstree,,,1.0,1.0,10
83,glove-angular-104-1183514,GaussianNoise(easy),84,dstree,,,1.0,1.0,10
84,glove-angular-104-1183514,GaussianNoise(easy),85,dstree,,,1.0,1.0,10
85,glove-angular-104-1183514,GaussianNoise(easy),86,dstree,,,1.0,1.0,10
86,glove-angular-104-1183514,GaussianNoise(easy),87,dstree,,,1.0,1.0,10
87,glove-angular-104-1183514,GaussianNoise(easy),88,dstree,,,1.0,1.0,10
88,glove-angular-104-1183514,GaussianNoise(easy),89,dstree,,,1.0,1.0,10
89,glove-angular-104-1183514,GaussianNoise(easy),90,dstree,,,1.0,1.0,10
90,glove-angular-104-1183514,GaussianNoise(easy),91,dstree,,,1.0,1.0,10
91,glove-angular-104-1183514,GaussianNoise(easy),92,dstree,,,1.0,1.0,10
92,glove-angular-104-1183514,GaussianNoise(easy),93,dstree,,,1.0,1.0,10
93,glove-angular-104-1183514,GaussianNoise(easy),94,dstree,,,1.0,1.0,10
94,glove-angular-104-1183514,GaussianNoise(easy),95,dstree,,,1.0,1.0,10
95,glove-angular-104-1183514,GaussianNoise(easy),96,dstree,,,1.0,1.0,10
96,glove-angular-104-1183514,GaussianNoise(easy),97,dstree,,,1.0,1.0,10
97,glove-angular-104-1183514,GaussianNoise(easy),98,dstree,,,1.0,1.0,10
98,glove-angular-104-1183514,GaussianNoise(easy),99,dstree,,,1.0,1.0,10
99,glove-angular-104-1183514,GaussianNoise(easy),100,dstree,,,1.0,1.0,10
0,glove-angular-104-1183514,GaussianNoise(medium),1,dstree,,,1.0,1.0,10
1,glove-angular-104-1183514,GaussianNoise(medium),2,dstree,,,1.0,1.0,10
2,glove-angular-104-1183514,GaussianNoise(medium),3,dstree,,,1.0,1.0,10
3,glove-angular-104-1183514,GaussianNoise(medium),4,dstree,,,1.0,1.0,10
4,glove-angular-104-1183514,GaussianNoise(medium),5,dstree,,,1.0,1.0,10
5,glove-angular-104-1183514,GaussianNoise(medium),6,dstree,,,1.0,1.0,10
6,glove-angular-104-1183514,GaussianNoise(medium),7,dstree,,,1.0,1.0,10
7,glove-angular-104-1183514,GaussianNoise(medium),8,dstree,,,1.0,1.0,10
8,glove-angular-104-1183514,GaussianNoise(medium),9,dstree,,,1.0,1.0,10
9,glove-angular-104-1183514,GaussianNoise(medium),10,dstree,,,1.0,1.0,10
10,glove-angular-104-1183514,GaussianNoise(medium),11,dstree,,,1.0,1.0,10
11,glove-angular-104-1183514,GaussianNoise(medium),12,dstree,,,1.0,1.0,10
12,glove-angular-104-1183514,GaussianNoise(medium),13,dstree,,,1.0,1.0,10
13,glove-angular-104-1183514,GaussianNoise(medium),14,dstree,,,1.0,1.0,10
14,glove-angular-104-1183514,GaussianNoise(medium),15,dstree,,,1.0,1.0,10
15,glove-angular-104-1183514,GaussianNoise(medium),16,dstree,,,1.0,1.0,10
16,glove-angular-104-1183514,GaussianNoise(medium),17,dstree,,,1.0,1.0,10
17,glove-angular-104-1183514,GaussianNoise(medium),18,dstree,,,1.0,1.0,10
18,glove-angular-104-1183514,GaussianNoise(medium),19,dstree,,,1.0,1.0,10
19,glove-angular-104-1183514,GaussianNoise(medium),20,dstree,,,1.0,1.0,10
20,glove-angular-104-1183514,GaussianNoise(medium),21,dstree,,,1.0,1.0,10
21,glove-angular-104-1183514,GaussianNoise(medium),22,dstree,,,1.0,1.0,10
22,glove-angular-104-1183514,GaussianNoise(medium),23,dstree,,,1.0,1.0,10
23,glove-angular-104-1183514,GaussianNoise(medium),24,dstree,,,1.0,1.0,10
24,glove-angular-104-1183514,GaussianNoise(medium),25,dstree,,,1.0,1.0,10
25,glove-angular-104-1183514,GaussianNoise(medium),26,dstree,,,1.0,1.0,10
26,glove-angular-104-1183514,GaussianNoise(medium),27,dstree,,,1.0,1.0,10
27,glove-angular-104-1183514,GaussianNoise(medium),28,dstree,,,1.0,1.0,10
28,glove-angular-104-1183514,GaussianNoise(medium),29,dstree,,,1.0,1.0,10
29,glove-angular-104-1183514,GaussianNoise(medium),30,dstree,,,1.0,1.0,10
30,glove-angular-104-1183514,GaussianNoise(medium),31,dstree,,,1.0,1.0,10
31,glove-angular-104-1183514,GaussianNoise(medium),32,dstree,,,1.0,1.0,10
32,glove-angular-104-1183514,GaussianNoise(medium),33,dstree,,,1.0,1.0,10
33,glove-angular-104-1183514,GaussianNoise(medium),34,dstree,,,1.0,1.0,10
34,glove-angular-104-1183514,GaussianNoise(medium),35,dstree,,,1.0,1.0,10
35,glove-angular-104-1183514,GaussianNoise(medium),36,dstree,,,1.0,1.0,10
36,glove-angular-104-1183514,GaussianNoise(medium),37,dstree,,,1.0,1.0,10
37,glove-angular-104-1183514,GaussianNoise(medium),38,dstree,,,1.0,1.0,10
38,glove-angular-104-1183514,GaussianNoise(medium),39,dstree,,,1.0,1.0,10
39,glove-angular-104-1183514,GaussianNoise(medium),40,dstree,,,1.0,1.0,10
40,glove-angular-104-1183514,GaussianNoise(medium),41,dstree,,,1.0,1.0,10
41,glove-angular-104-1183514,GaussianNoise(medium),42,dstree,,,1.0,1.0,10
42,glove-angular-104-1183514,GaussianNoise(medium),43,dstree,,,1.0,1.0,10
43,glove-angular-104-1183514,GaussianNoise(medium),44,dstree,,,1.0,1.0,10
44,glove-angular-104-1183514,GaussianNoise(medium),45,dstree,,,1.0,1.0,10
45,glove-angular-104-1183514,GaussianNoise(medium),46,dstree,,,1.0,1.0,10
46,glove-angular-104-1183514,GaussianNoise(medium),47,dstree,,,1.0,1.0,10
47,glove-angular-104-1183514,GaussianNoise(medium),48,dstree,,,1.0,1.0,10
48,glove-angular-104-1183514,GaussianNoise(medium),49,dstree,,,1.0,1.0,10
49,glove-angular-104-1183514,GaussianNoise(medium),50,dstree,,,1.0,1.0,10
50,glove-angular-104-1183514,GaussianNoise(medium),51,dstree,,,1.0,1.0,10
51,glove-angular-104-1183514,GaussianNoise(medium),52,dstree,,,1.0,1.0,10
52,glove-angular-104-1183514,GaussianNoise(medium),53,dstree,,,1.0,1.0,10
53,glove-angular-104-1183514,GaussianNoise(medium),54,dstree,,,1.0,1.0,10
54,glove-angular-104-1183514,GaussianNoise(medium),55,dstree,,,1.0,1.0,10
55,glove-angular-104-1183514,GaussianNoise(medium),56,dstree,,,1.0,1.0,10
56,glove-angular-104-1183514,GaussianNoise(medium),57,dstree,,,1.0,1.0,10
57,glove-angular-104-1183514,GaussianNoise(medium),58,dstree,,,1.0,1.0,10
58,glove-angular-104-1183514,GaussianNoise(medium),59,dstree,,,1.0,1.0,10
59,glove-angular-104-1183514,GaussianNoise(medium),60,dstree,,,1.0,1.0,10
60,glove-angular-104-1183514,GaussianNoise(medium),61,dstree,,,1.0,1.0,10
61,glove-angular-104-1183514,GaussianNoise(medium),62,dstree,,,1.0,1.0,10
62,glove-angular-104-1183514,GaussianNoise(medium),63,dstree,,,1.0,1.0,10
63,glove-angular-104-1183514,GaussianNoise(medium),64,dstree,,,1.0,1.0,10
64,glove-angular-104-1183514,GaussianNoise(medium),65,dstree,,,1.0,1.0,10
65,glove-angular-104-1183514,GaussianNoise(medium),66,dstree,,,1.0,1.0,10
66,glove-angular-104-1183514,GaussianNoise(medium),67,dstree,,,1.0,1.0,10
67,glove-angular-104-1183514,GaussianNoise(medium),68,dstree,,,1.0,1.0,10
68,glove-angular-104-1183514,GaussianNoise(medium),69,dstree,,,1.0,1.0,10
69,glove-angular-104-1183514,GaussianNoise(medium),70,dstree,,,1.0,1.0,10
70,glove-angular-104-1183514,GaussianNoise(medium),71,dstree,,,1.0,1.0,10
71,glove-angular-104-1183514,GaussianNoise(medium),72,dstree,,,1.0,1.0,10
72,glove-angular-104-1183514,GaussianNoise(medium),73,dstree,,,1.0,1.0,10
73,glove-angular-104-1183514,GaussianNoise(medium),74,dstree,,,1.0,1.0,10
74,glove-angular-104-1183514,GaussianNoise(medium),75,dstree,,,1.0,1.0,10
75,glove-angular-104-1183514,GaussianNoise(medium),76,dstree,,,1.0,1.0,10
76,glove-angular-104-1183514,GaussianNoise(medium),77,dstree,,,1.0,1.0,10
77,glove-angular-104-1183514,GaussianNoise(medium),78,dstree,,,1.0,1.0,10
78,glove-angular-104-1183514,GaussianNoise(medium),79,dstree,,,1.0,1.0,10
79,glove-angular-104-1183514,GaussianNoise(medium),80,dstree,,,1.0,1.0,10
80,glove-angular-104-1183514,GaussianNoise(medium),81,dstree,,,1.0,1.0,10
81,glove-angular-104-1183514,GaussianNoise(medium),82,dstree,,,1.0,1.0,10
82,glove-angular-104-1183514,GaussianNoise(medium),83,dstree,,,1.0,1.0,10
83,glove-angular-104-1183514,GaussianNoise(medium),84,dstree,,,1.0,1.0,10
84,glove-angular-104-1183514,GaussianNoise(medium),85,dstree,,,1.0,1.0,10
85,glove-angular-104-1183514,GaussianNoise(medium),86,dstree,,,1.0,1.0,10
86,glove-angular-104-1183514,GaussianNoise(medium),87,dstree,,,1.0,1.0,10
87,glove-angular-104-1183514,GaussianNoise(medium),88,dstree,,,1.0,1.0,10
88,glove-angular-104-1183514,GaussianNoise(medium),89,dstree,,,1.0,1.0,10
89,glove-angular-104-1183514,GaussianNoise(medium),90,dstree,,,1.0,1.0,10
90,glove-angular-104-1183514,GaussianNoise(medium),91,dstree,,,1.0,1.0,10
91,glove-angular-104-1183514,GaussianNoise(medium),92,dstree,,,1.0,1.0,10
92,glove-angular-104-1183514,GaussianNoise(medium),93,dstree,,,1.0,1.0,10
93,glove-angular-104-1183514,GaussianNoise(medium),94,dstree,,,1.0,1.0,10
94,glove-angular-104-1183514,GaussianNoise(medium),95,dstree,,,1.0,1.0,10
95,glove-angular-104-1183514,GaussianNoise(medium),96,dstree,,,1.0,1.0,10
96,glove-angular-104-1183514,GaussianNoise(medium),97,dstree,,,1.0,1.0,10
97,glove-angular-104-1183514,GaussianNoise(medium),98,dstree,,,1.0,1.0,10
98,glove-angular-104-1183514,GaussianNoise(medium),99,dstree,,,1.0,1.0,10
99,glove-angular-104-1183514,GaussianNoise(medium),100,dstree,,,1.0,1.0,10
0,glove-angular-104-1183514,GaussianNoise(hard),1,dstree,,,1.0,1.0,10
1,glove-angular-104-1183514,GaussianNoise(hard),2,dstree,,,1.0,1.0,10
2,glove-angular-104-1183514,GaussianNoise(hard),3,dstree,,,1.0,1.0,10
3,glove-angular-104-1183514,GaussianNoise(hard),4,dstree,,,1.0,1.0,10
4,glove-angular-104-1183514,GaussianNoise(hard),5,dstree,,,1.0,1.0,10
5,glove-angular-104-1183514,GaussianNoise(hard),6,dstree,,,1.0,1.0,10
6,glove-angular-104-1183514,GaussianNoise(hard),7,dstree,,,1.0,1.0,10
7,glove-angular-104-1183514,GaussianNoise(hard),8,dstree,,,1.0,1.0,10
8,glove-angular-104-1183514,GaussianNoise(hard),9,dstree,,,1.0,1.0,10
9,glove-angular-104-1183514,GaussianNoise(hard),10,dstree,,,1.0,1.0,10
10,glove-angular-104-1183514,GaussianNoise(hard),11,dstree,,,1.0,1.0,10
