i,lid_10,rc_10,exp_20|10,distcomp,dataset,workload_description,eps_q0.25,eps_q0.5,eps_q0.75
848,89.87941835327614,1.40763,1.0073369,0.0771148,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
849,93.53757386129149,2.0109215,1.0229689,0.0134262,sald-128-100m,File(sald-128-1k),0.3158828,1.0,1.0
850,10.289566038106146,9.521831,1.0602559,0.0025396,sald-128-100m,File(sald-128-1k),3.46e-05,0.0002816,0.000886
851,64.7118772381207,1.7293942,1.0360395,0.0018184,sald-128-100m,File(sald-128-1k),0.7977758,1.0,1.0
852,28.59341475395752,2.634978,1.0215763,0.0021012,sald-128-100m,File(sald-128-1k),0.0088776,0.3781362,0.9886036
853,57.403810499909405,1.9663959,1.0058709,0.0052448,sald-128-100m,File(sald-128-1k),0.3304702,1.0,1.0
854,49.241776405424886,3.4948637,1.020721,0.001628,sald-128-100m,File(sald-128-1k),0.0099696,0.1112534,0.5482026
855,98.74660201252729,2.0085506,1.0043483,0.003337,sald-128-100m,File(sald-128-1k),0.3330792,1.0,1.0
856,15.13247301113698,2.4510732,1.0276546,0.0039752,sald-128-100m,File(sald-128-1k),0.0115092,0.4540958,0.9998928
857,28.450101082602846,3.5896974,1.043502,0.0017256,sald-128-100m,File(sald-128-1k),0.0035008,0.1298738,0.4550752
858,7.0600346365590525,2.7267973,1.0431103,0.004428,sald-128-100m,File(sald-128-1k),2e-07,1.62e-05,0.0008126
859,33.02831496322847,1.9805919,1.026688,0.00522,sald-128-100m,File(sald-128-1k),0.1839342,0.9999998,1.0
860,19.413945750803624,1.8882551,1.0341655,0.0032036,sald-128-100m,File(sald-128-1k),0.1013658,1.0,1.0
861,61.785208878988044,1.9495313,1.0226552,0.0109214,sald-128-100m,File(sald-128-1k),0.3282686,1.0,1.0
862,56.49197745394648,1.5272951,1.0187341,0.0288352,sald-128-100m,File(sald-128-1k),0.9928122,1.0,1.0
863,8.924163263174488,4.312431,1.0422257,0.0013272,sald-128-100m,File(sald-128-1k),6.92e-05,0.0021796,0.0181864
864,101.41572461484871,1.9164939,1.0182922,0.0224674,sald-128-100m,File(sald-128-1k),0.4046288,1.0,1.0
865,36.83623220457661,1.788426,1.0171819,0.016842,sald-128-100m,File(sald-128-1k),0.4274288,1.0,1.0
866,33.39182595010515,2.625089,1.0380993,0.0042154,sald-128-100m,File(sald-128-1k),0.0152308,0.5453476,0.9997344
867,34.07824561533092,3.3385487,1.0275217,0.001516,sald-128-100m,File(sald-128-1k),0.0084064,0.123208,0.4554088
868,88.83094008229344,1.655166,1.0118123,0.0179272,sald-128-100m,File(sald-128-1k),0.7877504,1.0,1.0
869,27.061480063408098,2.0604155,1.0272577,0.0112046,sald-128-100m,File(sald-128-1k),0.1022588,0.9742588,1.0
870,41.87092209475112,1.8249149,1.0269289,0.026595,sald-128-100m,File(sald-128-1k),0.4227614,1.0,1.0
871,33.001084810392435,3.698115,1.0229673,0.0052828,sald-128-100m,File(sald-128-1k),0.0054808,0.0438306,0.3035846
872,47.70276386173208,2.4571223,1.0217863,0.0024322,sald-128-100m,File(sald-128-1k),0.0337156,0.7371124,1.0
873,54.120190484359746,1.4961858,1.0071449,0.0892666,sald-128-100m,File(sald-128-1k),0.9975262,1.0,1.0
874,28.499954674803686,2.155349,1.0227047,0.0036084,sald-128-100m,File(sald-128-1k),0.0861218,0.9768912,1.0
875,23.16550525983017,2.0447397,1.0246682,0.0390442,sald-128-100m,File(sald-128-1k),0.1566902,0.9480132,1.0
876,30.250566841480182,2.766822,1.0231482,0.0044654,sald-128-100m,File(sald-128-1k),0.017405,0.3649962,0.9117356
877,102.17767833729697,1.3279326,1.0044903,0.1443864,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
878,34.46223622668329,2.5257783,1.039573,0.00303,sald-128-100m,File(sald-128-1k),0.0103014,0.701145,1.0
879,33.3018646039591,2.402849,1.0357662,0.0038934,sald-128-100m,File(sald-128-1k),0.0185166,0.3968786,0.9999392
880,31.13698480601112,2.6808069,1.0198591,0.0032032,sald-128-100m,File(sald-128-1k),0.0230068,0.446158,0.9994662
881,15.006549561787756,4.8670897,1.0889816,0.0013002,sald-128-100m,File(sald-128-1k),7.06e-05,0.0018218,0.014594
882,20.24417441882404,2.2954774,1.039111,0.0014182,sald-128-100m,File(sald-128-1k),0.0169698,0.8134602,1.0
883,41.61108754907723,4.1152043,1.02818,0.0063762,sald-128-100m,File(sald-128-1k),0.008617,0.0627322,0.2023604
884,47.05358913268762,2.3090744,1.0354412,0.0086294,sald-128-100m,File(sald-128-1k),0.1101952,0.7849074,1.0
885,22.52714203267649,2.2814872,1.0295236,0.0538432,sald-128-100m,File(sald-128-1k),0.0326296,0.6283716,0.9999958
886,22.37389406910374,7.1199393,1.0581106,0.0012706,sald-128-100m,File(sald-128-1k),0.0002238,0.0015506,0.0053456
887,17.665327492157306,3.1054657,1.0247014,0.003619,sald-128-100m,File(sald-128-1k),0.0053706,0.0841264,0.4638008
888,49.943081743475446,2.9442723,1.0245605,0.0037246,sald-128-100m,File(sald-128-1k),0.0254996,0.318198,0.9460786
889,33.28591152572998,2.2185066,1.0209594,0.0241684,sald-128-100m,File(sald-128-1k),0.0724926,0.8740136,1.0
890,25.572139728140424,5.69343,1.050834,0.0029192,sald-128-100m,File(sald-128-1k),0.000219,0.0026802,0.010294
891,66.10956385272294,1.8317792,1.0234832,0.0026196,sald-128-100m,File(sald-128-1k),0.4243624,1.0,1.0
892,13.475411799170342,2.709171,1.0654198,0.0014174,sald-128-100m,File(sald-128-1k),0.0024154,0.2414834,0.867953
893,49.23141537796677,2.3829923,1.0150497,0.0025958,sald-128-100m,File(sald-128-1k),0.0441232,0.9447822,1.0
894,17.942951624063802,2.9447198,1.054304,0.009975,sald-128-100m,File(sald-128-1k),0.0064258,0.1096858,0.4847468
895,23.401873728616472,1.6122433,1.0267031,0.0255734,sald-128-100m,File(sald-128-1k),0.9109772,1.0,1.0
896,20.921738150552905,2.4783747,1.0175301,0.0038352,sald-128-100m,File(sald-128-1k),0.0589222,0.4783034,0.986141
897,40.7902879222765,2.334272,1.0144191,0.0070984,sald-128-100m,File(sald-128-1k),0.0751418,0.8234346,1.0
898,70.10543144188898,1.5193357,1.0140715,0.054646,sald-128-100m,File(sald-128-1k),0.9918622,1.0,1.0
899,65.66249240257844,1.9554387,1.0100106,0.0126162,sald-128-100m,File(sald-128-1k),0.3186898,1.0,1.0
900,12.72973093030885,4.9666624,1.0419604,0.0024264,sald-128-100m,File(sald-128-1k),0.0005098,0.0058068,0.0205312
901,22.314373648951094,3.1354651,1.0386324,0.0039976,sald-128-100m,File(sald-128-1k),0.0027906,0.0497392,0.5442118
902,50.98618782126346,2.417826,1.0136769,0.0059162,sald-128-100m,File(sald-128-1k),0.101069,0.7803726,1.0
903,81.90841073068164,1.3665515,1.0058105,0.0968476,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
904,64.7958466617167,1.7194688,1.0187091,0.0179058,sald-128-100m,File(sald-128-1k),0.7037992,1.0,1.0
905,13.675194543360332,2.78273,1.0527263,0.0056528,sald-128-100m,File(sald-128-1k),0.0007534,0.06121,0.5396356
906,97.69060637195818,1.2897927,1.0063368,0.1424042,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
907,12.461761305583746,4.1511908,1.0588657,0.00147,sald-128-100m,File(sald-128-1k),7.04e-05,0.0050528,0.0238078
908,22.103249050862555,8.4839,1.0588608,0.0017834,sald-128-100m,File(sald-128-1k),0.0002284,0.0016448,0.0045634
909,14.63697374726354,3.2432795,1.029886,0.0047272,sald-128-100m,File(sald-128-1k),0.0085796,0.1088704,0.3516814
910,91.0985375562457,1.3944838,1.0083181,0.0863442,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
911,22.28116645288909,4.2151475,1.0463446,0.0049324,sald-128-100m,File(sald-128-1k),0.0054302,0.0556648,0.1869528
912,21.793341972760533,3.1694815,1.0580324,0.001746,sald-128-100m,File(sald-128-1k),0.0018696,0.1104804,0.567929
913,26.581854492121742,2.4894478,1.04162,0.0043604,sald-128-100m,File(sald-128-1k),0.0044554,0.4007966,0.9863518
914,20.743839856790025,1.779298,1.0402746,0.01635,sald-128-100m,File(sald-128-1k),0.184832,1.0,1.0
915,32.82254300070021,1.9393036,1.0211463,0.0064872,sald-128-100m,File(sald-128-1k),0.1170076,1.0,1.0
916,44.90098963770217,3.5492964,1.0144974,0.0025908,sald-128-100m,File(sald-128-1k),0.0089396,0.096575,0.4309952
917,45.37015732471769,2.177454,1.0257317,0.0014226,sald-128-100m,File(sald-128-1k),0.1043192,0.9705748,1.0
918,35.616291492975144,1.9540178,1.0248162,0.0114162,sald-128-100m,File(sald-128-1k),0.2686072,1.0,1.0
919,16.762959864587888,3.1792426,1.0275154,0.0054668,sald-128-100m,File(sald-128-1k),0.0086048,0.1203134,0.383931
920,15.724538218468126,2.3986578,1.0220219,0.005933,sald-128-100m,File(sald-128-1k),0.0121028,0.4520332,0.973956
921,22.69352393744485,2.3285437,1.0352921,0.0018682,sald-128-100m,File(sald-128-1k),0.0335416,0.7952238,1.0
922,15.315274222343678,6.2784314,1.0553735,0.0052158,sald-128-100m,File(sald-128-1k),0.0007164,0.008417,0.030376
923,37.69187609164865,1.7871482,1.0250605,0.0110786,sald-128-100m,File(sald-128-1k),0.5400774,1.0,1.0
924,30.40395485042744,2.2876275,1.044419,0.0035196,sald-128-100m,File(sald-128-1k),0.006087,0.6431066,1.0
925,23.303427818919317,2.1671526,1.0359064,0.0030576,sald-128-100m,File(sald-128-1k),0.0208302,0.957968,1.0
926,13.790338913949787,3.127661,1.0490595,0.0087842,sald-128-100m,File(sald-128-1k),0.001989,0.095306,0.3638084
927,35.24865541825522,1.7356985,1.0407922,0.0165116,sald-128-100m,File(sald-128-1k),0.4743186,1.0,1.0
928,24.267147549226774,6.944769,1.0509206,0.0028328,sald-128-100m,File(sald-128-1k),0.0004636,0.0029556,0.0092908
929,15.197692215840076,6.4564567,1.0496218,0.0014564,sald-128-100m,File(sald-128-1k),0.0002246,0.0021586,0.0072758
930,25.556045060216505,2.4904642,1.0391136,0.0051944,sald-128-100m,File(sald-128-1k),0.0206318,0.5930512,1.0
931,42.0134172481426,2.3606145,1.0268853,0.0042192,sald-128-100m,File(sald-128-1k),0.06677,0.8649696,1.0
932,31.419029117221893,2.4443927,1.0303853,0.002153,sald-128-100m,File(sald-128-1k),0.0288922,0.6116684,0.9999824
933,24.465135837309678,1.6744,1.0281764,0.0214826,sald-128-100m,File(sald-128-1k),0.4881566,1.0,1.0
934,17.944106568615315,2.8886428,1.0289524,0.0180782,sald-128-100m,File(sald-128-1k),0.0145248,0.1606176,0.5850438
935,19.914870896057835,2.9503975,1.039478,0.0026188,sald-128-100m,File(sald-128-1k),0.00771,0.2293072,0.7789144
936,66.9568476079853,1.4745716,1.011214,0.0320234,sald-128-100m,File(sald-128-1k),0.9998458,1.0,1.0
937,13.608032622815399,8.400239,1.0519675,0.001576,sald-128-100m,File(sald-128-1k),0.0002746,0.0020182,0.005652
938,30.837033372115776,2.1297445,1.0315452,0.0039076,sald-128-100m,File(sald-128-1k),0.028326,0.79456,1.0
939,19.40798412778037,2.2574885,1.0291711,0.0024352,sald-128-100m,File(sald-128-1k),0.00488,0.7938952,1.0
940,12.186833539573598,4.5213866,1.0566711,0.001112,sald-128-100m,File(sald-128-1k),0.000125,0.002244,0.0204428
941,74.93725217303032,1.4389884,1.0107687,0.116386,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
942,52.49821845391868,1.760299,1.0180789,0.0189116,sald-128-100m,File(sald-128-1k),0.6018696,1.0,1.0
943,107.93153298677768,1.303366,1.0106227,0.1081198,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
944,13.481172315897187,3.1955397,1.0211748,0.0048194,sald-128-100m,File(sald-128-1k),0.003861,0.0735826,0.3559268
945,32.14454591603948,2.4968133,1.0236166,0.0064836,sald-128-100m,File(sald-128-1k),0.0261278,0.4865644,1.0
946,41.96832114436207,1.91871,1.0157549,0.0052068,sald-128-100m,File(sald-128-1k),0.3007182,1.0,1.0
947,34.2534737789282,6.5634594,1.0269266,0.0011434,sald-128-100m,File(sald-128-1k),0.0003676,0.0021336,0.0083884
948,18.65262558702149,2.5465205,1.0374678,0.0018094,sald-128-100m,File(sald-128-1k),0.0046672,0.3727494,0.99967
949,49.28853896712186,2.379626,1.0106826,0.0038612,sald-128-100m,File(sald-128-1k),0.0549728,0.8883754,1.0
950,20.33561828367242,4.021411,1.0392157,0.002857,sald-128-100m,File(sald-128-1k),0.0018122,0.0229532,0.151565
951,51.10008527554579,1.8630688,1.0258156,0.028506,sald-128-100m,File(sald-128-1k),0.4217162,1.0,1.0
952,32.21987032571335,1.8363249,1.0358024,0.0013052,sald-128-100m,File(sald-128-1k),0.2656952,1.0,1.0
953,23.014544667759512,3.4283516,1.01612,0.0009538,sald-128-100m,File(sald-128-1k),0.0011366,0.031039,0.3692352
954,27.33259024376517,2.4379063,1.0156696,0.0133596,sald-128-100m,File(sald-128-1k),0.0555068,0.6180084,1.0
955,60.74554205458049,1.4931052,1.0102471,0.0672592,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
956,30.679049263770978,2.5617712,1.0407199,0.0020256,sald-128-100m,File(sald-128-1k),0.0208314,0.565086,0.9999952
957,39.537878937197654,2.4031086,1.0299932,0.0026278,sald-128-100m,File(sald-128-1k),0.0585846,0.8077252,1.0
958,20.983943448337026,2.2821126,1.0390519,0.006879,sald-128-100m,File(sald-128-1k),0.0274946,0.8534944,1.0
959,24.649531166469046,2.912179,1.0561866,0.0025212,sald-128-100m,File(sald-128-1k),0.0025984,0.1691394,0.8081054
960,7.664756098786684,7.363388,1.1637746,0.000693,sald-128-100m,File(sald-128-1k),9.4e-06,4.22e-05,0.0001452
961,105.97192337466161,1.6497164,1.0078565,0.0381432,sald-128-100m,File(sald-128-1k),0.8780398,1.0,1.0
962,17.376580057155063,2.828104,1.0227504,0.0036754,sald-128-100m,File(sald-128-1k),0.0017008,0.1367676,0.799103
963,45.35598510558973,1.666237,1.011474,0.008325,sald-128-100m,File(sald-128-1k),0.8111736,1.0,1.0
964,62.85599321405016,1.6541677,1.0258499,0.0204874,sald-128-100m,File(sald-128-1k),0.9712516,1.0,1.0
965,22.450527592223562,3.4714928,1.067223,0.0030714,sald-128-100m,File(sald-128-1k),0.0014404,0.036066,0.2622114
966,61.39711291201785,1.7965012,1.0214615,0.0110464,sald-128-100m,File(sald-128-1k),0.5739176,1.0,1.0
967,22.244264790211044,3.0345287,1.0238726,0.0075312,sald-128-100m,File(sald-128-1k),0.0075724,0.1319,0.7723324
968,34.17503510337034,7.0233483,1.0268193,0.0030814,sald-128-100m,File(sald-128-1k),0.0014614,0.007127,0.0245892
969,47.10546433529352,2.0803363,1.0264665,0.002222,sald-128-100m,File(sald-128-1k),0.1668194,1.0,1.0
970,21.65680784731306,2.6320686,1.0430061,0.0031886,sald-128-100m,File(sald-128-1k),0.0111678,0.271619,0.89019
971,32.40042602622398,2.9356441,1.0121008,0.0036804,sald-128-100m,File(sald-128-1k),0.0236512,0.2848214,0.8303566
972,118.22067576428717,1.301886,1.0030069,0.123589,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
973,11.28240621556004,2.182686,1.024133,0.0021966,sald-128-100m,File(sald-128-1k),9.16e-05,0.027753,0.5690968
974,16.59430601622282,2.0109634,1.0382916,0.0145712,sald-128-100m,File(sald-128-1k),0.0535612,0.9851248,1.0
975,15.600976148474118,2.9394555,1.0307682,0.0044558,sald-128-100m,File(sald-128-1k),0.002993,0.1471772,0.7406866
976,14.775469035660201,2.4284604,1.037744,0.0022798,sald-128-100m,File(sald-128-1k),0.002725,0.3772342,0.9995888
977,49.95124993241807,2.1834633,1.0194824,0.0153114,sald-128-100m,File(sald-128-1k),0.1416678,0.8445002,1.0
978,42.61878013115221,8.078813,1.0261463,0.0025496,sald-128-100m,File(sald-128-1k),0.0004986,0.0026812,0.007947
979,49.61271799644591,3.1435163,1.0257883,0.0049008,sald-128-100m,File(sald-128-1k),0.0037504,0.1286402,0.8072622
980,19.935710330502896,2.1452167,1.0245687,0.0016822,sald-128-100m,File(sald-128-1k),0.0672278,0.983322,1.0
981,43.98279719858068,1.7764542,1.017297,0.0709986,sald-128-100m,File(sald-128-1k),0.574448,1.0,1.0
982,74.60699596067747,1.5126239,1.0117872,0.0471146,sald-128-100m,File(sald-128-1k),0.980047,1.0,1.0
983,14.48405896581978,3.4095106,1.0729346,0.0022402,sald-128-100m,File(sald-128-1k),0.000247,0.0195416,0.179437
984,103.41347634009476,1.3064648,1.0055505,0.2338024,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
985,36.89037863489146,2.2348053,1.0154407,0.002024,sald-128-100m,File(sald-128-1k),0.053088,0.8719914,1.0
986,13.304223454614242,2.3957202,1.029678,0.0024332,sald-128-100m,File(sald-128-1k),0.0016586,0.3504232,0.99344
987,13.129869540378309,3.0475943,1.054921,0.0007178,sald-128-100m,File(sald-128-1k),0.0007084,0.0270818,0.3178322
988,28.994744792750897,2.6399558,1.0355421,0.0011706,sald-128-100m,File(sald-128-1k),0.029127,0.5190232,0.972172
989,35.98671519250959,1.7074829,1.0338569,0.0251714,sald-128-100m,File(sald-128-1k),0.6471788,1.0,1.0
990,34.431007900035375,2.6096518,1.0352707,0.0062102,sald-128-100m,File(sald-128-1k),0.0126598,0.3829402,0.9994168
991,16.004154243278883,2.014599,1.0337174,0.0042724,sald-128-100m,File(sald-128-1k),0.0367684,0.9785262,1.0
992,35.43637747022196,3.5169733,1.0422893,0.0043776,sald-128-100m,File(sald-128-1k),0.0060796,0.0810694,0.3842368
993,38.2814974245727,1.7934545,1.0250902,0.0011006,sald-128-100m,File(sald-128-1k),0.4627852,1.0,1.0
994,24.08607692144049,1.8146893,1.0159845,0.0069954,sald-128-100m,File(sald-128-1k),0.372431,1.0,1.0
995,68.15043183165845,1.4920502,1.0112574,0.078358,sald-128-100m,File(sald-128-1k),0.9999966,1.0,1.0
996,26.437469907668383,2.0716712,1.027888,0.002826,sald-128-100m,File(sald-128-1k),0.1464646,0.9969368,1.0
997,16.69768341591876,3.115174,1.0592442,0.0009726,sald-128-100m,File(sald-128-1k),0.0010798,0.0688628,0.6223154
998,21.280741261865163,2.4770105,1.035398,0.0158346,sald-128-100m,File(sald-128-1k),0.0096554,0.1893462,0.8735834
999,21.49030324661298,2.4084973,1.0237361,0.0010946,sald-128-100m,File(sald-128-1k),0.0197858,0.5773468,0.9994782
