dataset,workload,query_index,index_name,target_recall,index_params,time_s,distcomp,recall
sald-128-100m,File(sald-128-1k),504,faiss_hnsw,0.95,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",0.011211299896240234,0.0025616,1.0
sald-128-100m,File(sald-128-1k),505,faiss_hnsw,0.95,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",0.005714511871337891,0.0013668,1.0
sald-128-100m,File(sald-128-1k),506,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.004594945907592773,0.0001866,1.0
sald-128-100m,File(sald-128-1k),507,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.004445910453796387,0.0001286,1.0
sald-128-100m,File(sald-128-1k),508,faiss_hnsw,0.95,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",0.004347372055053711,0.000105,1.0
sald-128-100m,File(sald-128-1k),509,faiss_hnsw,0.95,"{""efSearch"": 32768, ""index_params"": ""HNSW32""}",2.6426224231719972,0.0960644,1.0
sald-128-100m,File(sald-128-1k),510,faiss_hnsw,0.95,"{""efSearch"": 1024, ""index_params"": ""HNSW32""}",0.011174917221069336,0.0047968,1.0
sald-128-100m,File(sald-128-1k),511,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.00980074405670166,0.0002402,1.0
sald-128-100m,File(sald-128-1k),512,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.00317234992980957,0.0001206,1.0
sald-128-100m,File(sald-128-1k),513,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.010353827476501464,0.0001932,1.0
sald-128-100m,File(sald-128-1k),514,faiss_hnsw,0.95,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",0.012952709197998047,0.0022274,1.0
sald-128-100m,File(sald-128-1k),515,faiss_hnsw,0.95,"{""efSearch"": 1, ""index_params"": ""HNSW32""}",0.004149746894836426,3.12e-05,1.0
sald-128-100m,File(sald-128-1k),516,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.009517025947570801,0.000207,1.0
sald-128-100m,File(sald-128-1k),517,faiss_hnsw,0.95,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",0.007450747489929199,0.0024652,1.0
sald-128-100m,File(sald-128-1k),518,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.004265189170837402,0.0005054,1.0
